,label,num.feature 1,num.feature 2,num.feature 3,num.feature 4,num.feature 5,num.feature 6,num.feature 7,num.feature 8,num.feature 9,num.feature 10,num.feature 11,num.feature 12,num.feature 13,num.feature 14,num.feature 15,num.feature 16,num.feature 17,num.feature 18,num.feature 19,num.feature 20,num.feature 21,num.feature 22,num.feature 23,num.feature 24,num.feature 25,num.feature 26,num.feature 27,num.feature 28,num.feature 29,num.feature 30,cat.feature 1
0,1,2.2839072508707905,-1.836992875013797,0.5350924099449468,-0.2438040856643037,1.3059913244162058,1.1194315623467386,5.668459058030669,0.14521738373282683,-0.1118375355058022,-2.087484742142226,-3.6642230728710246,0.27338121401260673,0.73601324913016,2.1388296748822966,-1.1248597457980842,0.20440405330751235,-1.8405232915988157,0.2992984961608567,-0.6728457096959403,-0.7827101323030536,-0.5355526898456985,1.104945464735073,0.19170149775902556,0.3302629340417372,0.675633966657473,-0.468414065038234,1.8746076591982834,3.3485268459325757,0.5804303752637844,0.5317058683855153,A
1,1,-1.9005808928904329,1.1384939616122194,-0.14094972454577684,1.1519259872124403,0.8253484241642944,-0.22875153785985422,-2.8828209200077834,-0.6867109497403092,1.1946772867063409,0.3382015244563742,1.9806013811676242,-0.7457065434660753,-0.12282851954382928,-0.4302827035612069,0.41068661170118004,-3.578896067375806,0.22228282516791711,-1.0042809421646615,0.10936593295403955,-1.170110153773632,3.5938767112884906,1.402095256352122,1.7712480612162762,-0.49076072918555325,1.6278454401237845,-0.33340921165638704,0.42178978279819124,-2.406465246211364,-0.6036131137189192,-1.2580744859543656,A
2,3,5.49692090540725,-7.023843044998502,1.3133543301840769,1.5351973772489491,0.7194049613198503,-0.046450726645689056,-3.4349629987290524,-1.575495717914817,0.7558379157429745,2.2583679158801644,-0.8330871474961711,-0.7289048496929349,-2.170674744353385,-0.09671506305840086,-0.4190162557225877,2.9147480633110496,-4.596313818105415,0.7005368552455661,-0.7666200923035772,-0.806573534413001,2.1976431937157264,0.09398810709304548,1.3990841364563869,2.5334249215882743,2.991038635857272,-1.0050561620586371,-0.21243003791666334,0.8853179249581743,0.3756747944979423,0.36121875639962986,C
3,4,-0.030825486556022325,1.5280854183680321,1.2509395012736015,-1.4211808235937393,2.1512531469366025,1.0881047545830593,2.1437795621813858,-0.9547086407747326,-0.4129490997209274,-1.21790925824443,-0.6373395834703396,1.2569500629938595,-2.438552532086582,-0.002676302114842946,0.7131848135309408,-1.4432606299319348,1.271319249321298,-0.38901940616740194,-0.8347877584937703,-0.01571761852453825,1.2976676117098314,0.11759206501028527,-0.451297794265043,1.012075439124157,0.37964682996628973,-1.330616375325644,0.5324266430748666,1.7195537070749307,0.5928560806470449,-0.5107637200915413,A
4,2,-0.9285426656741028,-0.38733349093682723,0.6486601371687024,-0.45000606643597507,1.253025538332805,-1.3022784120457933,-2.6900440373297214,0.5177893231828838,-2.3203703400110443,1.3784202717433456,-3.2571375414191013,-0.6246112783479506,-1.0044970621620677,-0.5167908473953702,-1.1306751383021558,-0.7666188296802138,-1.5427014611766938,1.7037138726129202,0.0841219967397819,-0.30008534792747577,2.438852070833154,-0.5893995575576858,0.9118935686600241,3.009631863711683,0.7958780681109506,0.25067956497736044,-1.0415471194061918,-0.4249800510183651,-0.23877816623882228,-0.7705667877473317,A
5,4,-1.877513608982143,2.4565393682624697,1.294647484608627,0.13433360967356284,-0.22149515304305714,-1.1469566051654443,0.7426112587005685,-0.4139307675248598,1.3158363204560724,1.8794386727295629,-2.5449400859884865,-0.3006066564286872,0.9725622984412471,1.1444677117540731,-0.5421646923369781,3.28959788385959,-1.042571242150705,1.5329169979043147,-1.6815061974584882,0.10908192423372584,1.478490768949066,-0.26309495082083845,0.19470860600155043,1.1220107479866663,0.47784849879240987,0.19114485885378796,-3.0602267056660803,3.083548543936119,-0.36497637358604884,-1.3979061976949048,A
6,1,1.5924461075793754,-3.7853995320917315,-0.23936927360086394,-0.7663193761764557,1.9929573310415845,1.5956377168542062,-10.165919083143903,0.40563778658452476,-3.9975846720092956,-1.3329655580360367,1.990098846553951,-0.5723254300838716,0.9991417694163621,-0.4643159853461737,0.23540211043154172,4.409785786166227,0.8301949030665682,3.0015660632828753,1.033190040177948,-0.418794249313739,-1.2318388083766152,1.4271856955055207,0.6830002408186173,-1.5798834431031115,-0.05827228410330659,-0.20708153244464414,-2.636351375107969,-2.8392725423235947,-0.5701965170929539,1.9137575313398802,C
7,2,0.4410990583350024,0.06518073336777999,-2.1806145446891745,0.021290768587046746,0.32676558017764346,1.1623569804859435,3.2948832556670586,-1.52903174478114,-0.2122556838643018,1.3602094372484246,-3.1339986764380305,0.5851141437520829,0.4714861046718313,0.7940486611318398,-1.5089706846212738,-2.0480728875109078,-0.3152932101379008,-0.08959887703392053,-0.9502222628557565,-1.5536137114920854,0.7128970948589559,0.9311020397437041,1.6064164395900502,0.23686142569317942,0.3797227824590339,-1.058760435181019,-2.6770828473813437,2.3602375778082445,-0.5234104906705982,0.6755780110397731,B
8,0,-1.8666293245843983,-3.983569926262829,0.318248618893319,1.1811343578896407,0.3023061550808134,-0.30664466512339716,1.0173561535329267,0.40598329180938786,0.40717953831686404,-0.9876017654594679,-1.2516325079729662,1.2674351846296998,-1.105884996100974,-1.3065530558632974,-0.47169881345779696,-3.9455350565107863,2.150742151359014,0.11563771725342681,-0.2748053006870923,0.932638123748978,-0.14505152774577787,-0.4501846216286568,1.185950678049876,-0.12767536907721144,0.267345402004882,-0.670977117503418,-3.103023104156803,1.3840107928986172,1.2681223347840123,-1.7399152626880536,C
9,0,-1.0438684024322629,-0.33659430317992856,1.0748480854488711,0.5598318863224311,-0.027521899699659264,-1.0450004162403637,1.426064704857033,1.3057689461300315,-0.8999963519232717,-0.8726618740100267,-1.2810832170103397,-0.13668375863914,-0.608702790219665,0.532594857575874,0.3092988029493771,1.610162332812504,1.8468408382422,-1.0800089817451342,-0.35371462447532576,2.105617820175362,0.2079337485855545,1.3970119583250562,1.9386711323923869,0.01093323889248303,0.13160632996893065,-0.8668612118557342,3.8461638220085193,2.2397234465609537,-1.0910450958682154,-0.3296684655519657,C
